Marco Manetti,,,"Homotopy and Cohomology in Algebraic Topology
Advanced Topics in Algebra
Algebraic Geometry and Number Theory","Deformation theory via differential graded Lie algebras (86 citations)
L ∞ structures on mapping cones (75 citations)
Extended deformation functors (65 citations)"
Mirroslav Yotov,Florida International University,US,"Geometry and complex manifolds
Algebraic Geometry and Number Theory
Geometric Analysis and Curvature Flows","Homological Mirror Symmetry for manifolds of general type (56 citations)
Fundamental groups of complements of plane curves and symplectic invariants (48 citations)
Generalized Futaki Invariant of Almost Fano Toric Varieties, Examples (7 citations)"
Mohammed Abouzaid,Stanford University,US,"Homotopy and Cohomology in Algebraic Topology
Geometric and Algebraic Topology
Algebraic structures and combinatorial models","An open String Analogue of Viterbo Functoriality (256 citations)
A geometric criterion for generating the Fukaya category (156 citations)
Morse homology, tropical geometry, and homological mirror symmetry for toric varieties (114 citations)"
P. Seidel,Technische Universität Dresden,DE,"Physics of Superconductivity and Magnetism
Quantum and electron transport phenomena
Magnetic properties of thin films","The Einstein Telescope: a third-generation gravitational wave observatory (2448 citations)
Sensitivity studies for third-generation gravitational wave observatories (1162 citations)
The third generation of gravitational wave observatories and their science reach (443 citations)"
Selman Akbulut,,,"Geometric and Algebraic Topology
Homotopy and Cohomology in Algebraic Topology
Geometric Analysis and Curvature Flows","Casson's invariant for oriented homology 3-spheres : an exposition (173 citations)
Branched covers of surfaces in 4-manifolds (139 citations)
Casson's Invariant for Oriented Homology Three-Spheres (123 citations)"
Simon Donaldson,Imperial College London,GB,"Geometry and complex manifolds
Geometric Analysis and Curvature Flows
Geometric and Algebraic Topology","The Geometry of Four-Manifolds (1115 citations)
The Geometry of Four-Manifolds (1108 citations)
Anti Self-Dual Yang-Mills Connections Over Complex Algebraic Surfaces and Stable Vector Bundles (1103 citations)"
Stephan M. Wehrli,Syracuse University,US,"Geometric and Algebraic Topology
Homotopy and Cohomology in Algebraic Topology
Algebraic structures and combinatorial models","Chronic metabolic acidosis increases NaDC-1 mRNA and protein abundance in rat kidney (120 citations)
Categorification of the Colored Jones Polynomial and Rasmussen Invariant of Links (70 citations)
Quantum link homology via trace functor I (36 citations)"
Tony Pantev,California University of Pennsylvania,US,"Algebraic Geometry and Number Theory
Advanced Algebra and Geometry
Homotopy and Cohomology in Algebraic Topology","Shifted symplectic structures (348 citations)
A heterotic standard model (259 citations)
Hodge theoretic aspects of mirror symmetry (257 citations)"
Turgut Önder,Turkish Armed Forces,TR,"Homotopy and Cohomology in Algebraic Topology
Mathematical Analysis and Transform Methods
Advanced Algebra and Geometry","Proceedings of Gokova Geometry-Topology Conference 1993 (19 citations)
An investigation of contact dermatitis in patients with chronic otitis externa (12 citations)
Equivariant cross sections of complex Stiefel manifolds (5 citations)"
Yuri Tschinkel,Simons Foundation,US,"Algebraic Geometry and Number Theory
Advanced Algebra and Geometry
Homotopy and Cohomology in Algebraic Topology","On the distribution of points of bounded height on equivariant compactifications of vector groups (105 citations)
Moving and Ample Cones of Holomorphic Symplectic Fourfolds (103 citations)
Igusa integrals and volume asymptotics in analytic and adelic geometry\n (79 citations)"
Alberto García-Raboso,University of Toronto,CA,"Black Holes and Theoretical Physics
Algebraic Geometry and Number Theory
Advanced Algebra and Geometry","A D-brane landscape on Calabi-Yau manifolds (33 citations)
D-Brane superpotentials in Calabi-Yau orientifolds (19 citations)
Test beam analysis of the first CMS drift tube muon chamber (17 citations)"
Bogdan I. Florea,Netherlands Proteomics Centre,NL,"Ubiquitin and proteasome pathways
Protein Degradation and Inhibitors
Peptidase Inhibition and Analysis","Dynamic assembly of end-joining complexes requires interaction between Ku70/80 and XRCC4 (410 citations)
Quaternized chitosan oligomers as novel gene delivery vectors in epithelial cell lines (373 citations)
Activity-based protein profiling reveals off-target proteins of the FAAH inhibitor BIA 10-2474 (334 citations)"
Bogdan I. Florea,Netherlands Proteomics Centre,NL,"Ubiquitin and proteasome pathways
Protein Degradation and Inhibitors
Peptidase Inhibition and Analysis","Dynamic assembly of end-joining complexes requires interaction between Ku70/80 and XRCC4 (410 citations)
Quaternized chitosan oligomers as novel gene delivery vectors in epithelial cell lines (373 citations)
Activity-based protein profiling reveals off-target proteins of the FAAH inhibitor BIA 10-2474 (334 citations)"
Christiaan Hofman,Weizmann Institute of Science,IL,"Black Holes and Theoretical Physics
Noncommutative and Quantum Gravity Theories
Cosmology and Gravitation Theories","Gauge bundles and Born-Infeld on the non-commutative torus (59 citations)
BV Quantization of Topological Open Membranes (48 citations)
Geometric transitions and integrable systems (36 citations)"
Edward Witten,Institute for Advanced Study,US,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Particle physics theoretical and experimental studies","Anti de Sitter space and holography (13418 citations)
Quantum field theory and the Jones polynomial (4967 citations)
Anti-de Sitter space, thermal phase transition, and confinement in gauge theories (4002 citations)"
Eleonora Dell’Aquila,Institute of Mathematical Sciences,IN,"Black Holes and Theoretical Physics
Quantum Chromodynamics and Particle Interactions
Particle physics theoretical and experimental studies","Fractional Branes in Landau-Ginzburg Orbifolds (91 citations)
Obstructed D-Branes in Landau-Ginzburg Orbifolds (65 citations)
Children’s drawings from Seiberg–Witten curves (31 citations)"
George Pan,Arizona State University,US,"Electromagnetic Scattering and Analysis
Electromagnetic Simulation and Numerical Methods
Microwave Engineering and Waveguides","Requirements for accurate quantification of self-affine roughness using the variogram method (79 citations)
Solution of inverse problems in image processing by wavelet expansion (71 citations)
Requirements for accurate estimation of fractal parameters for self-affine roughness profiles using the line scaling method (63 citations)"
Gheorghe Ionesei,,,"Algebraic Geometry and Number Theory
Homotopy and Cohomology in Algebraic Topology
Advanced Topics in Algebra","Spectral covers, charged matter and bundle cohomology (47 citations)
A Gauge Theoretic Proof of the Abel-Jacobi Theorem (1 citations)"
Gregory Moore,Canadian Sport Centre Pacific,CA,"History and Theory of Mathematics
Black Holes and Theoretical Physics
Philosophy, Science, and History","Nonabelions in the fractional quantum hall effect (2994 citations)
Remarks on the canonical quantization of the Chern-Simons-Witten theory (938 citations)
Taming the conformal zoo (589 citations)"
Gregory W. Moore,,,"Black Holes and Theoretical Physics
Noncommutative and Quantum Gravity Theories
Cosmology and Gravitation Theories","D-branes, Quivers, and ALE Instantons (824 citations)
Wall-crossing, Hitchin systems, and the WKB approximation (688 citations)
Four-Dimensional Wall-Crossing via Three-Dimensional Field Theory (477 citations)"
Zhong Lin Wang,University of Chinese Academy of Sciences,CN,"Advanced Sensor and Energy Harvesting Materials
Conducting polymers and applications
Innovative Energy Harvesting Technologies","Piezoelectric Nanogenerators Based on Zinc Oxide Nanowire Arrays (7891 citations)
Flexible triboelectric generator (6695 citations)
Nanobelts of Semiconducting Oxides (5821 citations)"
Jan Manschot,Trinity College Dublin,IE,"Black Holes and Theoretical Physics
Particle physics theoretical and experimental studies
Cosmology and Gravitation Theories","Wall crossing from Boltzmann black hole halos (155 citations)
A Farey tail for attractor black holes (144 citations)
A modern fareytail (99 citations)"
Jaume Gomis,Perimeter Institute,CA,"Black Holes and Theoretical Physics
Noncommutative and Quantum Gravity Theories
Cosmology and Gravitation Theories","Space–time noncommutative field theories and unitarity (544 citations)
Exact results in D = 2 supersymmetric gauge theories (311 citations)
Nonrelativistic closed string theory (297 citations)"
Kuver Sinha,University of Oklahoma,US,"Cosmology and Gravitation Theories
Dark Matter and Cosmic Phenomena
Particle physics theoretical and experimental studies","The First Three Seconds: a Review of Possible Expansion Histories of the Early Universe (253 citations)
Cosmological moduli and the post-inflationary universe: A critical review (166 citations)
The poker face of the Majoron dark matter model: LUX to keV line (162 citations)"
Marcos Jardim,Institute for Advanced Studies in Basic Sciences,IR,"Algebraic Geometry and Number Theory
Advanced Algebra and Geometry
Algebraic structures and combinatorial models","Instanton sheaves on complex projective spaces (42 citations)
A survey on Nahm transform (42 citations)
Asymptotic behaviour and the moduli space of doubly-periodic instantons (36 citations)"
Michael R. Douglas,Mathematical Sciences Research Institute,US,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Particle physics theoretical and experimental studies","Noncommutative field theory (2126 citations)
Noncommutative geometry and Matrix theory (1354 citations)
Noncommutative Geometry and Matrix Theory: Compactification on Tori (1310 citations)"
Min Yang,Air Force Medical University,CN,"Legal and Regulatory Analysis
Linguistic, Cultural, and Literary Studies
Military Technology and Strategies","First Result from the Alpha Magnetic Spectrometer on the International Space Station: Precision Measurement of the Positron Fraction in Primary Cosmic Rays of 0.5–350 GeV (1058 citations)
Precision Measurement of the Proton Flux in Primary Cosmic Rays from Rigidity 1 GV to 1.8 TV with the Alpha Magnetic Spectrometer on the International Space Station (983 citations)
Global diversity and biogeography of bacterial communities in wastewater treatment plants (930 citations)"
Rami Entin,"Rutgers, The State University of New Jersey",US,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Particle physics theoretical and experimental studies","Nonrenormalization theorem for the d=1, N=8 vector multiplet (60 citations)
Calabi-Yau spaces and five-dimensional field theories with exceptional gauge symmetry (27 citations)
Spectrum of chiral operators in strongly coupled gauge theories (11 citations)"
Robbert Dijkgraaf,,,"Black Holes and Theoretical Physics
Cosmology and Gravitation Theories
Noncommutative and Quantum Gravity Theories","Topological gauge theories and group cohomology (1176 citations)
Topological strings in d < 1 (680 citations)
Matrix string theory (679 citations)"
